NameCity,Population,Violent,Murder,Robbery,Burglary,Arson,Years,Rape,Assault,PropertyCrime,Theft
Williams,4064,15,0,1,14,1,2005,3,11,71,42
Willits,5132,34,0,9,41,4,2005,1,24,148,92
Willows,6341,34,0,4,60,0,2005,1,29,303,220
Windsor,24915,87,0,5,61,2,2005,5,77,354,264
Winters,6883,6,0,0,27,6,2005,0,6,131,92
Woodlake,7129,42,1,3,98,2,2005,5,33,375,206
Woodland,52036,142,1,34,307,24,2005,14,93,1794,1182
Yorba Linda,64083,49,0,5,169,9,2005,2,42,797,553
Yountville,3350,3,0,0,11,0,2005,1,2,54,39
Yreka,7214,27,0,1,36,1,2005,2,24,323,264
Yuba City,52470,188,3,48,453,15,2005,17,120,2304,1604
Yucaipa,48182,71,3,12,208,15,2005,3,53,855,468
Yucca Valley,19157,71,0,9,129,7,2005,7,55,478,254
Adelanto,24579,136,2,35,238,7,2006,14,85,692,305
Agoura Hills,22970,41,0,7,86,3,2006,3,31,338,229
Alameda,71212,221,2,81,323,9,2006,7,131,1912,1297
Albany,16138,54,0,40,134,5,2006,4,10,796,539
Alhambra,88197,297,1,158,443,14,2006,19,119,2472,1572
Aliso Viejo,41915,38,0,2,72,13,2006,4,32,436,324
Alturas,2928,16,0,2,27,3,2006,4,10,93,56
American Canyon,15469,28,0,11,76,2,2006,3,14,270,155
Anaheim,334792,1524,10,584,1886,65,2006,107,823,8817,5277
Anderson,10623,35,0,6,110,2,2006,3,26,441,298
Antioch,101537,657,10,285,840,56,2006,35,327,2844,1124
Apple Valley,65743,247,2,74,652,25,2006,17,154,2103,1077
Arcadia,56659,157,1,73,409,3,2006,5,78,1783,1208
Arcata,17066,55,0,17,182,1,2006,4,34,699,474
Arroyo Grande,16462,48,1,7,67,5,2006,4,36,375,295
Artesia,16822,95,2,42,65,2,2006,5,46,276,160
Arvin,14857,68,1,27,166,21,2006,3,37,667,424
Atascadero,27374,72,0,13,130,6,2006,2,57,661,496
Atherton,7242,15,0,2,32,7,2006,2,11,168,131
Atwater,27351,96,1,25,305,14,2006,4,66,1022,607
Auburn,13028,65,1,3,105,6,2006,5,56,433,267
Avalon,3364,27,0,2,44,2,2006,2,23,193,85
Avenal,16781,53,0,2,50,3,2006,2,49,138,76
Azusa,47544,185,1,43,292,2,2006,10,131,1468,923
Bakersfield,298198,1575,24,549,3729,193,2006,43,959,15915,9623
Baldwin Park,79571,323,6,123,363,10,2006,11,183,2046,882
Banning,29572,203,4,39,305,0,2006,9,151,876,443
Barstow,23951,290,2,80,374,13,2006,18,190,1022,418
Bear Valley,4555,2,0,0,7,0,2006,0,2,13,6
Beaumont,20715,91,1,14,157,2,2006,7,69,689,406
Bell,37859,162,3,64,126,0,2006,10,85,439,117
Bellflower,75242,474,5,236,476,13,2006,16,217,2219,1060
Bell Gardens,45541,281,6,77,182,3,2006,15,183,804,243
Belmont,24743,7,0,5,87,1,2006,2,0,563,432
Belvedere,2091,1,0,0,5,0,2006,0,1,29,22
Benicia,26728,66,0,12,116,8,2006,7,47,496,308
Berkeley,101651,646,4,414,1152,36,2006,22,206,7323,5096
Beverly Hills,35394,135,0,82,273,4,2006,7,46,1057,729
Big Bear Lake,6213,54,0,5,90,3,2006,5,44,274,166
Biggs,1819,22,0,0,24,0,2006,1,21,51,24
Bishop,3638,15,0,1,24,2,2006,1,13,137,107
Blue Lake,1138,25,0,0,51,2,2006,0,25,115,53
Blythe,22329,127,0,16,249,34,2006,4,107,707,412
Bradbury,1023,0,0,0,4,0,2006,0,0,12,5
Brawley,22635,61,0,25,386,13,2006,4,32,1244,680
Brea,38811,77,0,31,225,12,2006,9,37,1456,1088
Brentwood,44188,123,3,33,208,32,2006,8,79,1191,868
Brisbane,3588,11,0,0,21,2,2006,0,11,122,89
Broadmoor,4334,15,0,6,30,1,2006,0,9,116,59
Buellton,4332,11,0,1,19,1,2006,2,8,87,63
Buena Park,79887,274,1,114,410,44,2006,19,140,1960,1091
Burbank,105046,252,1,75,567,14,2006,10,166,2721,1683
Burlingame,27627,75,0,32,153,17,2006,6,37,891,636
Calabasas,22105,24,0,3,80,4,2006,1,20,322,215
Calexico,36329,117,1,42,364,31,2006,1,73,1350,566
California City,11896,43,2,6,120,0,2006,1,34,302,160
Calimesa,7558,22,0,12,47,0,2006,1,9,181,105
Calipatria,7795,1,0,1,14,0,2006,0,0,36,18
Calistoga,5237,8,0,0,26,0,2006,1,7,106,74
Camarillo,62131,114,2,28,231,7,2006,10,74,1119,789
Campbell,37376,77,0,24,243,17,2006,7,46,1238,829
Canyon Lake,11389,18,0,2,34,2,2006,2,14,165,91
Capitola,9639,61,0,9,122,0,2006,3,49,934,770
Carlsbad,91590,329,1,77,587,18,2006,11,240,2455,1648
Carmel,4030,7,0,1,38,0,2006,2,4,148,104
Carpinteria,13671,23,0,5,72,2,2006,3,15,236,147
Carson,94801,738,15,268,619,37,2006,16,439,2823,1502
Cathedral City,52179,233,4,62,501,0,2006,15,152,1709,871
Ceres,40936,180,2,57,333,19,2006,12,109,2094,1300
Cerritos,53034,172,4,115,300,6,2006,4,49,1912,1316
Chico,72070,337,1,92,741,78,2006,66,178,2658,1559
Chino,78277,228,0,108,530,19,2006,8,112,2390,1426
Chino Hills,76404,127,1,26,275,6,2006,7,93,1214,776
Chowchilla,16674,26,0,2,84,0,2006,5,19,295,183
Chula Vista,212393,947,7,351,1184,41,2006,70,519,7034,3817
City of Angels,3795,11,0,2,30,3,2006,1,8,76,41
Claremont,35499,88,1,29,293,5,2006,6,52,989,620
Clayton,11242,12,0,3,36,5,2006,0,9,184,137
Clearlake,14861,75,3,7,162,8,2006,4,61,507,267
Cloverdale,8088,25,0,3,38,3,2006,3,19,169,121
Clovis,87306,148,1,59,630,37,2006,11,77,3154,2139
Coachella,32724,255,5,88,392,13,2006,11,151,1649,783
Coalinga,17506,42,0,5,126,6,2006,5,32,455,282
Colma,1407,10,0,4,9,0,2006,1,5,359,321
Colton,51812,344,5,132,477,9,2006,13,194,1743,847
Colusa,5878,18,0,2,56,0,2006,1,15,208,131
Commerce,13576,117,6,56,153,12,2006,5,50,1159,606
Compton,96520,1672,39,534,578,99,2006,50,1049,2411,931
Concord,124362,520,2,248,941,4,2006,20,250,5386,3258
Corcoran,22658,58,0,3,98,8,2006,7,48,224,94
Corning,7204,60,0,6,82,19,2006,3,51,339,228
Corona,150732,328,1,152,730,30,2006,31,144,4042,2492
Coronado,26662,23,0,9,67,1,2006,3,11,516,379
Costa Mesa,110819,306,6,123,524,11,2006,30,147,3380,2449
Cotati,7202,56,0,4,50,3,2006,1,51,148,83
Covina,48281,171,0,68,412,26,2006,5,98,1800,1190
Crescent City,7895,40,0,11,86,1,2006,6,23,359,232
Cudahy,25229,111,3,41,44,0,2006,3,64,350,132
Culver City,39960,206,1,164,176,1,2006,10,31,1153,798
Cupertino,52641,109,0,23,338,14,2006,0,86,1094,710
Cypress,47810,67,2,32,183,20,2006,1,32,919,596
Daly City,101243,289,3,134,243,23,2006,18,134,2344,1587
Dana Point,36190,48,0,11,72,6,2006,2,35,462,350
Danville,42229,33,1,12,105,2,2006,5,15,595,458
Davis,61256,209,0,45,565,29,2006,21,143,1842,1098
Delano,45941,337,5,72,950,77,2006,11,249,2577,832
Del Mar,4417,26,0,7,54,0,2006,1,18,274,190
Del Rey Oaks,1598,0,0,0,11,0,2006,0,0,24,8
Desert Hot Springs,20677,297,3,74,743,0,2006,20,200,1778,660
Diamond Bar,58497,108,1,49,311,4,2006,4,54,1023,591
Dinuba,19482,220,4,26,278,8,2006,2,188,1164,670
Dixon,17486,68,0,12,104,13,2006,8,48,602,423
Dorris,883,4,0,0,5,1,2006,1,3,19,13
Dos Palos,5081,44,0,4,51,1,2006,3,37,168,100
Downey,110706,451,4,249,575,4,2006,21,177,3616,1897
Duarte,22394,123,1,44,95,2,2006,5,73,508,320
Dublin,39682,85,0,27,167,4,2006,4,54,723,428
Dunsmuir,1887,5,0,2,18,0,2006,0,3,40,17
East Palo Alto,32532,293,6,121,342,0,2006,22,144,1076,400
El Cajon,93320,473,4,154,638,26,2006,28,287,3612,1954
El Centro,39993,328,0,59,721,0,2006,6,263,1973,986
El Cerrito,23074,193,2,139,238,6,2006,2,50,1445,924
El Monte,123616,628,5,187,831,20,2006,25,411,3199,1435
El Segundo,16666,28,1,16,156,5,2006,2,9,644,420
Emeryville,8605,125,1,87,127,2,2006,4,33,1154,843
Encinitas,60061,163,3,48,324,3,2006,8,104,1198,704
Escalon,7236,34,0,0,45,2,2006,3,31,244,177
Escondido,135293,713,3,235,758,17,2006,33,442,4407,2687
Etna,803,2,0,0,1,0,2006,2,0,3,2
Eureka,25809,172,3,50,405,15,2006,20,99,1473,841
Exeter,10064,56,0,6,114,1,2006,3,47,391,223
Fairfax,7170,9,0,2,27,0,2006,1,6,143,104
Fairfield,105417,654,6,241,745,35,2006,36,371,4363,2912
Farmersville,10007,52,1,12,37,0,2006,0,39,242,146
Ferndale,1407,0,0,0,4,0,2006,0,0,22,18
Fillmore,15029,61,0,6,56,6,2006,2,53,330,235
Firebaugh,7064,9,0,0,23,0,2006,1,8,240,185
Folsom,66202,97,0,36,286,22,2006,11,50,1639,1189
Fontana,165336,863,5,254,779,12,2006,40,564,3309,1375
Fort Bragg,6875,40,0,5,93,4,2006,3,32,459,348
Fort Jones,675,2,0,0,2,0,2006,1,1,9,5
Fortuna,11255,23,0,6,74,7,2006,7,10,447,340
Foster City,29015,30,1,8,68,2,2006,4,17,437,332
Fountain Valley,56446,96,0,36,309,6,2006,4,56,1375,942
Fowler,4755,21,0,2,36,0,2006,0,19,256,174
Fremont,202273,569,6,256,1325,27,2006,29,278,5298,3113
Fresno,465269,3524,52,1282,4366,260,2006,133,2057,23407,14097
Fullerton,133983,469,2,172,764,25,2006,47,248,4337,2962
Galt,23382,66,3,14,270,7,2006,5,44,805,398
Gardena,60430,506,8,290,407,8,2006,13,195,1515,616
Garden Grove,167571,695,9,247,715,33,2006,29,410,4165,2665
Gilroy,46130,233,1,67,273,37,2006,12,153,2061,1485
Glendale,201867,368,2,167,672,14,2006,14,185,3935,2685
Glendora,50995,73,3,22,205,19,2006,2,46,1438,1110
Goleta,29631,40,7,11,118,2,2006,1,21,400,259
Gonzales,8575,46,0,9,130,2,2006,0,37,318,146
Grand Terrace,12453,22,0,5,67,3,2006,1,16,241,101
Grass Valley,12561,82,0,6,78,4,2006,4,72,391,275
Greenfield,13450,39,0,28,115,2,2006,0,11,494,320
Gridley,5638,65,0,6,61,0,2006,3,56,257,170
Grover Beach,13003,40,1,10,77,0,2006,2,27,396,285
Guadalupe,6403,28,0,3,16,0,2006,0,25,88,55
Gustine,5372,27,4,3,43,1,2006,0,20,149,100
Half Moon Bay,12313,20,0,4,30,4,2006,1,15,216,176
Hanford,47913,191,1,51,244,39,2006,0,139,1718,1222
Hawaiian Gardens,15537,159,2,44,65,6,2006,6,107,357,188
Hawthorne,86469,623,9,265,491,14,2006,29,320,2101,961
Hayward,141556,776,4,423,1196,74,2006,33,316,5736,2343
Healdsburg,11151,21,0,5,66,4,2006,3,13,250,173
Hemet,68676,520,6,170,947,14,2006,26,318,3207,1835
Hercules,24326,42,0,20,80,2,2006,1,21,510,327
Hermosa Beach,19676,65,0,17,152,0,2006,10,38,582,394
Hesperia,78686,241,7,56,562,13,2006,17,161,2040,930
Hidden Hills,2012,0,0,0,1,0,2006,0,0,17,16
Highland,51350,230,2,100,380,14,2006,13,115,1395,631
Hillsborough,10711,2,0,0,12,0,2006,0,2,97,80
Hollister,36265,126,2,28,316,14,2006,6,90,980,530
Holtville,5519,1,0,1,28,1,2006,0,0,93,49
Hughson,5756,4,0,1,33,0,2006,0,3,138,86
Huntington Beach,196208,407,2,141,961,39,2006,31,233,4468,3044
Huntington Park,63054,554,7,346,235,13,2006,22,179,2641,1242
Huron,7252,59,3,18,75,1,2006,1,37,307,211
Imperial,9794,8,0,3,28,3,2006,2,3,216,153
Imperial Beach,26612,168,1,34,169,3,2006,17,116,747,342
Indian Wells,4977,5,0,1,81,1,2006,1,3,259,165
Indio,71177,385,4,154,908,0,2006,22,205,3108,1486
Industry,875,124,4,66,279,8,2006,2,52,1745,1010
Inglewood,115498,1051,36,486,675,16,2006,36,493,2926,1194
Ione,7676,14,1,2,23,2,2006,8,3,86,60
Irvine,188535,126,4,50,634,35,2006,17,55,3034,2147
Irwindale,1493,16,0,4,86,4,2006,1,11,232,76
Isleton,827,7,0,3,11,0,2006,0,4,28,10
Jackson,4342,44,0,3,65,1,2006,3,38,163,76
Kensington,5313,5,0,2,21,0,2006,0,3,121,80
Kerman,11324,30,0,3,100,4,2006,0,27,410,230
King City,11103,53,1,5,155,5,2006,7,40,446,229
Kingsburg,11248,23,0,6,81,2,2006,1,16,428,240
La Canada Flintridge,21187,19,0,5,101,4,2006,0,14,336,223
Lafayette,24990,22,0,15,119,2,2006,0,7,493,317
Laguna Beach,24344,48,0,8,142,2,2006,6,34,622,434
Laguna Hills,32488,47,0,19,113,5,2006,1,27,630,466
Laguna Niguel,65246,54,0,13,118,10,2006,3,38,645,486
Laguna Woods,18458,10,1,6,12,3,2006,1,2,98,79
La Habra,59860,182,2,51,317,3,2006,5,124,1694,1097
La Habra Heights,6024,2,0,1,38,2,2006,0,1,101,50
Lake Elsinore,39612,201,4,55,299,2,2006,13,129,1573,955
Lake Forest,77100,97,1,25,205,18,2006,6,65,1104,793
Lakeport,5288,23,0,2,27,0,2006,0,21,130,91
Lake Shastina,2358,0,0,0,4,0,2006,0,0,27,23
Lakewood,81192,407,4,220,394,11,2006,11,172,2255,1427
La Mesa,53559,235,3,111,447,16,2006,8,113,2497,1459
La Mirada,50087,108,2,41,194,10,2006,7,58,1073,654
Lancaster,135239,1274,19,432,1539,46,2006,56,767,5027,2440
La Palma,15947,22,0,11,89,1,2006,0,11,308,200
La Puente,42138,255,8,76,194,2,2006,7,164,853,378
La Quinta,38576,101,1,31,558,4,2006,2,67,1885,1164
La Verne,33484,60,1,23,170,7,2006,5,31,821,595
Lawndale,32483,202,1,76,152,11,2006,7,118,535,237
Lemon Grove,24341,170,1,65,211,9,2006,12,92,793,319
Lemoore,22903,91,2,13,110,15,2006,9,67,643,448
Lincoln,33099,57,0,9,220,7,2006,10,38,553,276
Lindsay,10864,69,0,10,162,3,2006,0,59,546,250
Livermore,79115,147,1,57,395,23,2006,16,73,1703,1083
Livingston,12698,79,2,7,118,1,2006,9,61,291,116
Lodi,62693,245,2,54,555,2,2006,10,179,2881,1854
Loma Linda,21089,21,1,6,122,4,2006,5,9,575,276
Lomita,20700,93,0,49,105,6,2006,4,40,351,178
Lompoc,40345,235,3,42,189,4,2006,18,172,1043,779
Long Beach,478283,3420,41,1440,2896,103,2006,134,1805,12778,6598
Los Altos,27340,4,0,2,172,3,2006,0,2,421,230
Los Altos Hills,8238,0,0,0,47,7,2006,0,0,152,103
Los Angeles,3879455,30526,480,14353,20359,2356,2006,1059,14634,105459,59711
Los Banos,33808,265,0,42,290,7,2006,7,216,1046,615
Los Gatos,28281,35,0,12,145,14,2006,3,20,557,379
Lynwood,71849,693,18,258,301,41,2006,23,394,1628,483
Madera,52617,435,0,97,318,0,2006,29,309,1225,649
Malibu,13327,20,0,7,74,2,2006,2,11,270,167
Mammoth Lakes,7220,26,0,1,87,0,2006,7,18,309,208
Manhattan Beach,36810,47,0,24,205,7,2006,7,16,900,635
Manteca,63215,231,1,73,434,19,2006,14,143,2793,1803
Marina,19177,65,0,14,145,6,2006,3,48,514,323
Martinez,36239,98,0,23,222,0,2006,12,63,1273,830
Marysville,12240,134,0,32,171,1,2006,14,88,574,285
Maywood,28858,144,4,44,56,7,2006,7,89,328,120
Menlo Park,29928,75,0,27,150,3,2006,7,41,728,498
Merced,74431,603,9,165,819,62,2006,22,407,3876,2611
Millbrae,20525,42,2,14,143,11,2006,4,22,384,199
Mill Valley,13406,13,0,6,71,1,2006,1,6,265,177
Milpitas,63954,182,0,52,334,15,2006,15,115,2143,1523
Mission Viejo,95837,70,0,29,260,29,2006,1,40,1399,1016
Modesto,208875,1418,11,462,1762,110,2006,73,872,11804,8018
Monrovia,38296,154,0,49,193,2,2006,10,95,1196,844
Montague,1518,3,0,0,11,0,2006,0,3,23,10
Montclair,35793,255,4,114,278,4,2006,10,127,2451,1729
Montebello,63860,278,3,122,330,53,2006,14,139,2007,1011
Monterey,29480,181,0,31,230,4,2006,19,131,1139,819
Monterey Park,62624,164,1,108,313,2,2006,7,48,1374,744
Monte Sereno,3493,2,0,0,13,0,2006,0,2,22,6
Moorpark,36167,45,0,10,86,6,2006,1,34,391,283
Moraga,17021,15,0,4,43,13,2006,2,9,215,153
Moreno Valley,179973,968,16,479,2239,14,2006,61,412,6899,3272
Morgan Hill,35166,60,0,10,170,31,2006,5,45,988,704
Morro Bay,10300,23,0,4,47,2,2006,4,15,167,109
Mountain View,69900,300,0,71,271,19,2006,10,219,2244,1648
Mount Shasta,3656,9,0,1,16,0,2006,1,7,115,84
Murrieta,83523,113,2,31,563,7,2006,9,71,1974,1187
Napa,75455,336,1,70,401,19,2006,21,244,2164,1563
National City,61972,524,2,211,453,12,2006,9,302,2463,1125
Needles,5396,73,1,6,92,10,2006,5,61,270,140
Nevada City,3059,16,0,2,18,0,2006,0,14,74,47
Newark,42334,211,1,79,369,7,2006,7,124,1942,1239
Newman,9710,19,0,1,63,3,2006,2,16,242,144
Newport Beach,80553,130,1,32,575,19,2006,4,93,2431,1682
Norco,27203,78,0,22,165,3,2006,6,50,933,642
Norwalk,106787,567,7,240,504,25,2006,21,299,2602,1301
Novato,50788,139,0,39,319,19,2006,14,86,1137,641
Oakdale,18728,40,1,11,261,1,2006,8,20,956,611
Oakland,398834,7599,145,3534,5070,307,2006,306,3614,24344,8725
Oakley,27422,95,2,22,199,4,2006,5,66,763,430
Oceanside,167604,936,8,245,979,21,2006,48,635,4873,3261
Ojai,8017,19,0,1,53,1,2006,1,17,237,178
Ontario,174234,1011,13,418,967,56,2006,74,506,6337,3592
Orange,136165,298,1,147,549,51,2006,13,137,3291,2309
Orinda,18423,11,0,7,77,0,2006,1,3,330,230
Orland,6818,33,0,6,49,2,2006,1,26,184,113
Oroville,13589,135,4,17,284,2,2006,15,99,967,529
Oxnard,185282,841,13,418,946,54,2006,34,376,4376,2816
Pacifica,37426,68,0,13,143,9,2006,5,50,609,425
Pacific Grove,15227,18,0,6,83,4,2006,2,10,403,311
Palmdale,135782,989,15,341,1169,54,2006,58,575,4212,2353
Palm Desert,47482,169,3,66,730,4,2006,18,82,2755,1792
Palm Springs,47506,305,3,128,858,29,2006,21,153,3192,1888
Palo Alto,57495,62,0,32,399,21,2006,1,29,1871,1333
Palos Verdes Estates,13936,6,0,0,38,1,2006,1,5,107,66
Paradise,26756,56,0,5,218,5,2006,8,43,680,412
Paramount,57049,383,5,155,346,20,2006,12,211,1777,739
Parlier,13142,85,0,17,73,2,2006,5,63,446,259
Pasadena,145025,611,11,247,892,27,2006,19,334,4398,2998
Paso Robles,27724,89,1,12,230,12,2006,15,61,989,666
Patterson,15640,32,0,8,217,10,2006,4,20,680,356
Perris,46082,389,7,137,474,6,2006,17,228,2269,1098
Petaluma,55340,211,2,25,136,12,2006,18,166,1178,964
Pico Rivera,65261,306,10,104,246,15,2006,10,182,1479,731
Piedmont,10654,19,0,16,71,4,2006,0,3,303,157
Pinole,19233,129,2,50,126,11,2006,8,69,830,489
Pismo Beach,8495,49,2,4,109,0,2006,1,42,426,291
Pittsburg,63110,218,8,130,468,7,2006,8,72,2623,1494
Placentia,50243,105,1,26,214,17,2006,3,75,848,539
Placerville,10276,56,1,7,63,1,2006,2,46,297,177
Pleasant Hill,33452,136,0,56,257,11,2006,9,71,1524,1100
Pleasanton,66544,68,0,25,214,14,2006,6,37,1536,1181
Pomona,155172,1255,19,464,1027,22,2006,17,755,5227,2781
Porterville,45364,250,9,61,534,3,2006,21,159,2413,1480
Port Hueneme,22230,114,3,42,109,3,2006,3,66,469,290
Poway,48913,103,0,21,210,5,2006,13,69,784,455
Rancho Cucamonga,170878,362,3,144,715,22,2006,25,190,3966,2550
Rancho Mirage,16663,27,0,7,288,5,2006,3,17,988,633
Rancho Palos Verdes,42327,40,0,10,133,10,2006,4,26,464,295
Rancho Santa Margarita,51138,35,0,9,78,17,2006,3,23,464,360
Red Bluff,14186,143,3,11,115,5,2006,1,128,589,417
Redding,90448,388,2,66,719,29,2006,72,248,3389,2174
Redlands,70625,379,3,114,501,31,2006,22,240,2537,1610
Redondo Beach,67426,234,0,85,315,3,2006,14,135,1560,1113
Redwood City,73772,300,6,80,307,19,2006,16,198,2179,1523
Reedley,22569,117,3,13,156,14,2006,5,96,662,367
Rialto,100409,708,12,299,607,19,2006,30,367,2708,1141
Richmond,103106,1224,42,504,1031,30,2006,41,637,5495,2211
Ridgecrest,26208,147,0,16,240,8,2006,20,111,792,507
Rio Dell,3186,13,0,1,16,0,2006,3,9,50,31
Rio Vista,7141,1,0,0,20,1,2006,0,1,74,43
Ripon,13781,19,0,5,38,1,2006,3,11,330,257
Riverbank,19905,40,0,15,195,1,2006,4,21,818,505
Riverside,292698,2014,11,814,2372,131,2006,83,1106,12267,7471
Rocklin,50073,74,0,21,275,8,2006,7,46,1295,899
Rohnert Park,41471,207,1,18,128,16,2006,17,171,790,595
Rolling Hills,1950,3,0,0,4,0,2006,0,3,14,10
Rolling Hills Estates,8178,8,0,1,25,0,2006,3,4,130,98
Rosemead,55615,270,6,112,385,10,2006,12,140,1421,670
Roseville,106894,378,3,134,588,13,2006,24,217,3884,2722
Ross,2304,0,0,0,5,0,2006,0,0,20,13
Sacramento,460552,5556,57,2188,6175,294,2006,196,3115,26112,12762
Salinas,147750,1118,7,383,907,29,2006,45,683,6023,3718
San Anselmo,12126,21,0,2,73,4,2006,0,19,312,215
San Bernardino,200338,2017,46,904,2135,85,2006,50,1017,9760,4708
San Bruno,40110,129,0,49,101,5,2006,7,73,1055,760
San Carlos,27063,21,0,7,150,6,2006,3,11,599,401
San Clemente,60777,88,1,26,147,19,2006,1,60,807,577
Sand City,306,4,0,0,5,0,2006,1,3,107,98
San Diego,1266847,6391,68,2164,7746,185,2006,348,3811,45209,24125
San Dimas,36173,94,0,33,171,3,2006,6,55,844,593
San Fernando,24425,127,2,44,141,1,2006,5,76,614,330
San Francisco,746085,6533,86,3858,6465,226,2006,154,2435,36992,23891
San Gabriel,41426,223,3,95,234,7,2006,5,120,979,618
Sanger,22239,116,3,24,161,3,2006,4,85,697,394
San Jacinto,30525,127,1,44,361,8,2006,10,72,1333,745
San Jose,920548,3561,29,1030,4423,437,2006,217,2285,24240,12678
San Juan Capistrano,34985,49,1,19,94,9,2006,2,27,440,282
San Leandro,78882,650,4,309,773,12,2006,28,309,4196,2176
San Luis Obispo,43901,160,0,25,358,41,2006,22,113,1727,1273
San Marcos,74149,286,3,75,484,14,2006,19,189,1735,918
San Marino,13284,6,0,3,83,1,2006,0,3,227,135
San Mateo,91901,325,2,83,274,20,2006,18,222,2488,1920
San Pablo,31283,397,7,217,371,11,2006,17,156,1870,843
San Rafael,56218,237,2,81,327,11,2006,16,138,1927,1251
San Ramon,50449,64,1,25,169,5,2006,1,37,907,659
Santa Ana,343433,1998,26,787,1074,88,2006,73,1112,8630,4956
Santa Barbara,86673,458,1,103,544,31,2006,33,321,2483,1781
Santa Clara,106351,180,3,59,595,14,2006,16,102,3354,2283
Santa Clarita,169768,392,3,130,766,24,2006,26,233,3444,2253
Santa Cruz,55253,399,3,107,537,32,2006,38,251,3198,2412
Santa Fe Springs,17212,123,2,61,315,2,2006,3,57,1710,979
Santa Maria,85106,742,2,113,372,16,2006,43,584,2410,1550
Santa Monica,88591,590,2,256,733,12,2006,26,306,3314,2187
Santa Paula,28734,96,1,39,138,5,2006,5,51,648,408
Santa Rosa,154537,891,6,175,833,27,2006,75,635,4212,2887
Santee,52777,151,0,44,270,8,2006,14,93,1054,585
Saratoga,29930,26,0,2,161,3,2006,2,22,525,345
Sausalito,7249,9,0,1,42,0,2006,1,7,170,114
Scotts Valley,11254,13,0,2,60,2,2006,2,9,334,262
Seal Beach,24514,35,0,11,107,2,2006,1,23,521,359
Seaside,34522,189,0,41,114,6,2006,12,136,742,556
Sebastopol,7666,17,0,8,32,0,2006,0,9,156,111
Selma,22461,92,2,34,200,3,2006,13,43,1313,777
Shafter,14700,61,1,7,170,17,2006,9,44,582,337
Sierra Madre,11087,12,1,3,51,0,2006,1,7,186,125
Signal Hill,10949,76,1,33,108,0,2006,3,39,512,341
Simi Valley,119756,199,3,58,425,22,2006,21,117,2060,1475
Solana Beach,12831,26,1,12,77,1,2006,0,13,277,160
Soledad,27455,49,1,21,179,0,2006,6,21,527,306
Solvang,5187,9,0,1,24,2,2006,0,8,91,64
Sonoma,9974,51,0,5,74,8,2006,7,39,290,201
Sonora,4710,19,0,3,59,2,2006,5,11,359,274
South El Monte,21861,132,4,46,184,9,2006,5,77,745,285
South Gate,99788,506,16,271,416,26,2006,14,205,2764,1102
South Lake Tahoe,24232,148,0,21,236,3,2006,15,112,699,389
South Pasadena,25113,42,1,23,178,4,2006,3,15,627,360
South San Francisco,61282,230,0,78,444,14,2006,15,137,1403,695
Stallion Springs,1639,3,0,0,5,0,2006,0,3,30,23
Stanton,38000,149,5,63,147,8,2006,3,78,750,442
St. Helena,5991,14,0,0,29,1,2006,2,12,73,41
Stockton,289510,4288,37,1519,3836,56,2006,102,2630,19719,12202
Suisun City,27003,110,1,30,180,12,2006,14,65,691,375
Sunnyvale,130063,184,1,81,524,23,2006,21,81,2632,1699
Susanville,18264,54,1,5,110,1,2006,5,43,340,220
Sutter Creek,2773,10,0,0,17,1,2006,4,6,78,56
Taft,9188,33,0,4,73,21,2006,2,27,318,218
Temecula,86572,277,0,57,674,6,2006,13,207,2820,1789
Temple City,37699,70,1,27,214,0,2006,0,42,642,355
Thousand Oaks,125479,182,0,41,367,17,2006,13,128,1794,1296
Tiburon,8749,4,0,1,22,0,2006,0,3,93,65
Torrance,143666,354,1,203,666,46,2006,18,132,3171,1998
Tracy,80684,134,0,66,366,32,2006,3,65,2825,2018
Trinidad,312,0,0,0,17,0,2006,0,0,34,17
Truckee,15879,47,0,4,115,4,2006,5,38,340,189
Tulare ,50578,425,6,69,793,69,2006,20,330,2897,1623
Tulelake,1019,1,0,0,2,0,2006,0,1,12,10
Turlock,68278,429,5,114,604,21,2006,18,292,3104,1778
Tustin,69718,155,1,45,396,26,2006,11,98,1780,1148
Twentynine Palms,28665,83,2,13,186,17,2006,7,61,495,243
Twin Cities,21032,22,0,12,173,2,2006,3,7,677,409
Ukiah,15602,83,1,11,165,7,2006,19,52,417,201
Union City,69799,444,1,215,508,21,2006,12,216,2266,1219
Upland,74252,270,1,120,509,8,2006,12,137,2934,1962
Vacaville,93822,280,1,112,320,33,2006,25,142,2384,1733
Vallejo,118541,1206,6,430,1155,83,2006,31,739,5971,3300
Ventura,104954,335,1,130,730,13,2006,24,180,3686,2604
Vernon,93,53,0,32,80,4,2006,1,20,478,225
Victorville,92086,560,8,219,1173,14,2006,26,307,4157,2218
Villa Park,6080,4,0,3,20,0,2006,0,1,112,88
Visalia,109648,871,8,213,1368,30,2006,50,600,6466,3817
Vista,91216,446,1,152,729,19,2006,34,259,2838,1522
Walnut,31707,46,0,25,183,4,2006,6,15,605,348
Walnut Creek,64774,113,0,41,438,14,2006,3,69,2469,1773
Waterford,8234,43,0,0,64,3,2006,0,43,350,242
Watsonville,48359,304,6,82,359,21,2006,17,199,2007,1485
Weed,3142,13,0,1,22,0,2006,1,11,89,59
West Covina,109159,419,2,200,679,2,2006,13,204,4030,2439
West Hollywood,37063,309,1,129,286,8,2006,21,158,1433,945
